state,year,name,topic,subtopic,title,relevant_text,description
Louisiana,2019,Executive Order JBE 19-15,Task Force,,Broadband for Everyone in Louisiana Commission,"Section 1: The Broadband for Everyone in Louisiana Commission is hereby created within the governor's office and shall consist of twenty-three members, including sixteen ex officio members and seven members appointed by the governor. Section 2: The commission shall focus on the following two pillars: 1) Adoption. The commission shall encourage the adoption of broadband services ... 2) Availability. The commission shall encourage the expansion of broadband networks.",Creates the Broadband for Everyone in Louisiana Commission to work on adoption and availability. Lists duties and membership criteria for the commission.
Missouri,2018,Mo. Rev. Stat. 394.085,Cooperatives,,"High-speed broadband communications, general assembly declaration on, intent — rural electric cooperative defined — construction of law — offering of services, requirement.","1. The general assembly declares that expanding and accelerating access to high-speed broadband communications services throughout the entire state of Missouri is necessary, desirable, in the best interests of the citizens of this state, and that it is a public purpose of great importance.  2. In recognition that the high capital cost of deploying fiber optics technologies to provide broadband communications services impedes access to such services, and the rural electric cooperatives deploy fiber optics technologies for use in the operation of their electric system infrastructure, it is the intent of the general assembly to facilitate and to encourage rural electric cooperatives and their affiliates, either collectively, or individually, to continue to enter into and establish voluntary contracts or other forms of joint or cooperative agreements for the use of rural electric cooperative infrastructure in providing access to broadband services.",Recognizes that the high capital costs of deploying fiber optic broadband technology impedes access to high-speed internet service and states the intention of the Legislature to enable and encourage rural electric cooperatives to provide broadband in their service areas. Requires electric cooperatives to provide service in a timely manner to all property owners whose land is used by the cooperative to install fiber.
Missouri,2018,Mo. Rev. Stat. 620.2450 et seq.,Fund - Broadband,,"Broadband Internet Grant Program, Unserved and Underserved Areas",1. A grant program is hereby established under sections 620.2450 to 620.2458 to award grants to applicants who seek to expand access to broadband internet service in unserved and underserved areas of the state. The department of economic development shall administer and act as the fiscal agent for the grant program and shall be responsible for receiving and reviewing grant applications and awarding grants under sections 620.2450 to 620.2458. Funding for the grant program established under this section shall be subject to appropriation by the general assembly.,"Establishes a grant program to expand broadband access to unserved and underserved areas. Specifies types of entities that are eligible for grants: private businesses of various types, nonprofits, political subdivisions, and rural electric cooperatives. Defines the application process for broadband grants, including a challenge process. Addresses requirements of the grant program, including that grant money must fund internet service with speeds of at least 25 megabits per second (Mbps) for downloads and 3 Mbps for uploads, and be scalable to higher speeds, that the Department of Economic Development prioritize applications serving unserved areas, and that the grant program not fund more than 50% of the cost of any project, award more than $5 million to any one project, require open access networks, or impose terms different from what providers offer in other parts of its service area or unreasonable time constraints."
Montana,,Mont. Code Ann. 35-18-106,Rights-of-way,ROW - Other,Powers of cooperatives.,"(h) subject to the requirements on the use of public thoroughfares and land that are imposed by the appropriate authority having jurisdiction over corporations constructing or operating electric transmission and distribution lines or systems or telephone lines, facilities, or systems, construct, maintain, and operate electric transmission and distribution lines or telephone, cable television, or broadband lines, facilities, or systems: (i) along, upon, under, and across all public thoroughfares, including without limitation all roads, highways, streets, alleys, bridges, and causeways; and (ii) upon, under, and across all publicly owned lands;",Allows electric cooperatives to build broadband lines along public rights of way and public lands.
Nebraska,2018,Neb. Rev. Stat. 86-1101,Goal,,Broadband telecommunications service; legislative intent.,"The Legislature finds and declares that: (1) The availability, quality, and affordability of broadband telecommunications service is important to the residents of Nebraska; and (2) Because availability, quality, and affordability of broadband telecommunications service is lacking in certain rural areas in Nebraska, combined with greater investment in urban areas, the state may be facing a digital divide. It is the intent of the Legislature that broadband telecommunications service in rural areas of the state should be comparable in download and upload speed and price to urban areas in the state where possible and that state resources should be utilized to ensure that the rural residents of the state should not be penalized simply because of their rural residence. It is further the intent of the Legislature that the residents of this state should have access to broadband telecommunications service at a minimum download speed of twenty-five megabits per second and a minimum upload speed of three megabits per second.","Declares the legislature’s intent to ensure that all residents have access to speeds of at least 25 megabits per second (Mbps) for downloads and 3 Mbps for uploads, regardless of whether they live in urban or rural areas and that the price of service be comparable among rural and urban areas."
Nebraska,2018,Neb. Rev. Stat. 86-1101,Legislative Intent,,Broadband telecommunications service; legislative intent.,"The Legislature finds and declares that: (1) The availability, quality, and affordability of broadband telecommunications service is important to the residents of Nebraska; and (2) Because availability, quality, and affordability of broadband telecommunications service is lacking in certain rural areas in Nebraska, combined with greater investment in urban areas, the state may be facing a digital divide. It is the intent of the Legislature that broadband telecommunications service in rural areas of the state should be comparable in download and upload speed and price to urban areas in the state where possible and that state resources should be utilized to ensure that the rural residents of the state should not be penalized simply because of their rural residence. It is further the intent of the Legislature that the residents of this state should have access to broadband telecommunications service at a minimum download speed of twenty-five megabits per second and a minimum upload speed of three megabits per second.","Finding that access to broadband is important to Nebraska residents and that the state may be facing a lack of available, quality, and affordable broadband service in rural areas, declares the legislature’s intent that broadband service be comparable in speed and price in the state’s rural and urban areas and that all residents should have access to speeds of at least 25 megabits per second (Mbps) for downloads and 3 Mbps for uploads."
Nebraska,2019,Neb. Rev. Stat. 86-1201 et seq.,Small cell facilities,,Small Wireless Facilities Deployment Act,"(1) The deployment of small wireless facilities and other next-generation wireless facilities is a matter of statewide concern and interest and public policy; (2) Wireless products and services are a significant and continually growing part of the state's economy. Encouraging the development of strong and robust wireless communications networks throughout the state is necessary to address public need and policy and is integral to the state's economic competitiveness; (3) Rapid deployment of small wireless facilities will serve numerous important statewide goals and public policy, including meeting growing consumer demand for wireless data, increasing competitive options for communications services available to the state's residents, improving the ability of the state's residents to communicate with other residents and with their state and local governments, and promoting public safety;","Addresses deployment of small and other next-generation wireless facilities. Prohibits local governments from entering into exclusive agreements for use of or charging discriminatory fees for small wireless facilities to access rights-of-way and from prohibiting, regulating, or charging for the co-location of small wireless facilities or the installation of poles for small wireless facilities. Specifies that installing small wireless facilities is a permitted use in rights-of-way so long as those facilities do not obstruct the right-of-way. Places size restrictions on poles and small wireless facilities. Creates requirements for local authorities’ permitting processes related to small wireless facilities. Specifies conditions under which small wireless facility providers can co-locate on state-owned poles. Outlines the terms of agreements for attaching small wireless facilities on poles owned by local authorities. Clarifies that the terms of this act do not apply to public colleges and universities or public power suppliers."
Nevada,1997,NRS 268.086,Municipal Broadband,,"Telecommunication service generally in city whose population is 25,000 or more: Sale of service by city to public prohibited; exception; procedure for city to purchase or construct certain facilities.","1. The governing body of an incorporated city whose population is 25,000 or more: (a) Shall not sell telecommunication service to the general public. (b) May purchase or construct facilities for providing telecommunication that intersect with public rights-of-way if the governing body: (1) Conducts a study to evaluate the costs and benefits associated with purchasing or constructing the facilities; and (2) Determines from the results of the study that the purchase or construction is in the interest of the general public.","Prohibits municipalities with populations greater than 25,000 from providing telecommunications services, but allows them to purchase or construct telecommunications facilities in rights-of-way if they conduct a cost-benefit study and find that purchasing or constructing the facilities would be in the public interest. "
Nevada,1997,NRS 710.147,Municipal Broadband,,"Governing body of county whose population is 55,000 or more: Sale of telecommunication service to general public prohibited; exception; conditions for purchase or construction of facilities for providing telecommunication that intersect with public rights-of-way.","1. The governing body of a county whose population is 55,000 or more: (a) Shall not sell telecommunication service to the general public. (b) May purchase or construct facilities for providing telecommunication that intersect with public rights-of-way if the governing body: (1) Conducts a study to evaluate the costs and benefits associated with purchasing or constructing the facilities; and (2) Determines from the results of the study that the purchase or construction is in the interest of the general public.","Prohibits counties with populations greater than 55,000 from providing telecommunications services, but allows them to purchase or construct telecommunications facilities in rights-of-way if they conduct a cost-benefit study and find that purchasing or constructing the facilities would be in the public interest."
New Jersey,2007,N.J. Stat. Ann. 40:9D-5,Financing - Other,,Authority to issue revenue bonds.," 5. a. The governing body of a local unit exercising powers under subsection a. or subsection b. of section 2 of this act is authorized, pursuant to the provisions of the ""Local Bond Law"" (N.J.S.40A:2-1 et seq.), to issue revenue bonds of the local unit, to pay a portion or all of the costs of the broadband telecommunications infrastructure used for the purpose of providing broadband telecommunications service via a wireless community network; provided, however, that the principal of and the interest on such revenue bonds shall be payable solely from revenues derived by the local unit from the provision of broadband telecommunications service via that network and any other revenues related thereto.",Allows local government units to issue revenue bonds to fund municipal broadband in the form of a wireless community networks and to provide a full faith and credit guarantee on those bonds. Prohibits state agencies from financing the costs of a wireless community network if the agency also offers commercial services.
New Jersey,2007,N.J. Stat. Ann. 40:9D-1,Definition - Broadband,,Definitions relative to provision of broadband telecommunications service.,"""Broadband telecommunications infrastructure"" means information equipment and facilities, information systems, and information technology used for the purpose of providing broadband telecommunications service.","Defines ""broadband infrastructure"" as the equipment, facilities, and information systems and technology used to provide broadband service."
New Jersey,2007,N.J. Stat. Ann. 40:9D-2-7,Municipal Broadband,,Authority of local unit.,"2. a. Consistent with federal law, the governing body of a local unit, through the establishment of a related competitive business segment, is authorized to: (1) construct, own or operate broadband telecommunications infrastructure to provide broadband telecommunications service via a wireless community network; or (2) provide broadband telecommunications service via a wireless community network. b. Consistent with federal law, the governing body of a local unit may enter into a contract with a private entity to provide broadband telecommunications service via a wireless community network or to construct, own, use, acquire, deliver, grant, operate, maintain, sell, purchase, lease, or equip broadband telecommunications infrastructure used for the purpose of providing broadband telecommunications service via a wireless community network. By written contract or lease, such governing body may sell capacity in, or grant other similar rights for a private entity to use, broadband telecommunications infrastructure owned or operated by the local unit that provides broadband telecommunications service via a wireless community network.","Allows local governments to build and operate wireless community networks to provide broadband service or contract with a private entity to provide service over that network. Allows municipal providers to negotiate with private pole owners for access. Specifies that municipal providers are not subject to the jurisdiction of the Public Utilities Board. Requires that costs associated with providing broadband not impact the ability of the local unit of government to provide necessary local services. States that the price of broadband services cannot be below the cost of providing those services, and prohibits cross-subsidization of broadband service with revenue from other local services. Requires that the local government unit complete a plan describing the proposed project and associated costs and benefits, evaluating other models of service provision, and providing an implementation schedule. Allows local government units to issue revenue bonds to fund municipal broadband in the form of wireless community networks, provided the bonds are paid entirely out of revenue from the broadband service and related revenue. "
New York,2017,N.Y. ENV 9-2103,Rights-of-way,ROW - Other,Highway right of way public utility improvements,"2. Pursuant to approval by the department and the department of transportation and following a public hearing on each eligible project at which the public shall be given an opportunity to be heard, a public utility line may be co-located within or buried beneath the width of the highway of any state highway, county highway, or town highway.3. A project sponsor for an eligible project within the width of the highway shall submit an application for a permit to the department that at minimum shall include: a. a resolution from the governing body of the project sponsor, or in the case of a public utility seeking to utilize the width of highway of a town highway, the governing body of the town, or the width of highway of a county, the county governing board, that includes: (i) approval of the project; (ii) attestation that such width of highway lands will only be used for eligible purposes; (iii) attestation that the project will minimize the removal of trees and vegetation and restore the area to pre-project condition to the maximum extent practicable.","States that public utility infrastructure, including for broadband, may run along public rights-of-way through forest preserve land."
North Carolina,,NC Gen. Stat. 160A-340.1 et seq.,Municipal Broadband,,Provision of Communications Service by Cities,"(a) A city-owned communications service provider shall meet all of the following requirements: (1) Comply in its provision of communications service with all local, State, and federal laws, regulations, or other requirements applicable to the provision of the communications service if provided by a private communications service provider. ","Enumerates requirements of city-owned communications service providers, including establishing separate enterprise funds for the provision of communication services; limiting provision of services to within the city limits; not requiring any person to subscribe to city-owned services; providing nondiscriminatory access to rights-of-way, poles, and conduit for private providers; not advertising the service on channels that other providers are required to carry; not cross-subsidizing services; and pricing services at a level that is not below the cost of provision. Requires that cities solicit proposals from private providers before undertaking construction of a communications network and to hold a special election on the question of whether it may provide a communications service before they may incur debt for building a system. Creates an exemption allowing cities to file with the state Utilities Commission for a determination that an area is unserved and to provide service to that area and includes a process for incumbent providers to challenge such a designation. Creates further exemptions for services used for internal governmental purposes and for joint agencies providing services as of Jan. 1, 2011, including the joint agency operated by the cities of Davidson and Mooresville, Salisbury, and Wilson. Creates public hearing requirements for joint agencies proposing communications services, including holding two public meetings at least 30 days apart, publishing notice weekly for four weeks before hearings, sending private providers notice by mail 45 days in advance, and allowing private providers to present testimony at public hearings. Requires cities or joint agencies providing communications services to make payments in lieu of taxes to the county that is authorized to levy property taxes and to the state. "
North Carolina,2019,N.C. Executive Order No. 91,Task Force,,"Establishing the Task Force on Connecting North Carolina, Promoting Expansion of Access to High-Speed Internet and Removing Barriers to Broadband Infrastructure Installation","Section 1. Purpose. It is the policy of the Office of the Governor and the North Carolina Department of Information Technology (“DIT”) to promote and implement actions that equitably expand broadband access in North Carolina. These actions include: supporting the deployment of last-mile broadband infrastructure; developing a uniform Dig Once policy to reduce repeated broadband installation excavations; bridging the homework gap that results from students not having internet access; and increasing efforts to ensure affordable, high-speed internet from North Carolina residents, businesses, non-profits, schools, communities, and governments. The vast expertise within state cabinet agencies as well as partnerships with non-governmental entities will be utilized to develop and implement strategies toward accomplishing this goal. &para;Section 2. Establishment. The Governor's Task Force on Connecting North Carolina (the ""Task Force"") is hereby established. ","Creates the Task Force on Connecting North Carolina, comprising the heads of various state agencies, and tasks it with compiling a report that assesses progress on the state broadband plan, identifies opportunities to expand access, proposes metrics and standards to evaluate the state’s progress, and prioritizes recommendations for the 2019 calendar year. The task force is also responsible for coordinating efforts to obtain federal funding, supporting residents in seeking federal funding, recommending ways to leverage state property and reduce barriers to deployment, and developing a uniform rights-of-way contract, application, or permit."
Oregon,2003,Or. Rev. Stat. 759.016,Legislative Intent,, Legislative findings on broadband services.,"The Legislative Assembly finds and declares: (1) That it is the goal of this state to promote access to broadband services for all Oregonians in order to improve the economy in Oregon, improve the quality of life in Oregon communities and reduce the economic gap between Oregon communities that have access to broadband digital applications and services and those that do not, for both present and future generations; and (2) That the goal set forth in subsection (1) of this section may be achieved by: (a) Expanding broadband and other telecommunications services; (b) Creating incentives to establish and expand broadband and other telecommunications services; (c) Undertaking telecommunications planning at the local, regional and state levels that includes participants from both the public and the private sectors; (d) Removing barriers to the full deployment of broadband digital applications and services and providing incentives for the removal of those barriers; and (e) Removing barriers to public-private partnerships in areas where the private sector cannot justify investments. ","Declares legislative intent to promote broadband access for all Oregonians by expanding services, creating incentives for the private sector, undertaking planning at all levels of government, removing regulatory barriers, and removing barriers to public-private partnerships. "
Oregon,2020,Or. Rev. Stat. 759.425,State Universal Service Fund,,Universal service fund," (1)(a) The Public Utility Commission shall establish and implement a competitively neutral and nondiscriminatory universal service fund. The commission shall: ...(B) Transfer from the universal service fund to the Oregon Business Development Department for deposit in the Broadband Fund established under section 4 of this 2020 special session Act an amount per year that is equal to the lesser of:&para;(i) $5 million; or&para;(ii) The remainder of moneys deposited in the universal service fund that are unobligated&para;after making the designation required in paragraph (b) of this subsection.",Orders the Public Utility Commission to transfer the lesser value of either $5 million or the unspent balance in the Universal Service Fund to the Broadband Fund administered by the Oregon Business Development Department.
Oregon,2009,Or. Rev. Stat. 285A.070,Task Force,,Oregon Business Development Department; organization; director; confirmation; duties and powers; rules," Sec. 3. (1) The Oregon Broadband Advisory Council Fund is established, separate and distinct from the General Fund. Interest earned by the Oregon Broadband Advisory Council Fund shall be credited to the fund. Moneys in the Oregon Broadband Advisory Council Fund are continuously appropriated to the Oregon Business Development Department for the purposes of carrying out the duties of the Oregon Broadband Advisory Council.&para; (2) The department, on behalf of the council, may accept contributions of funds and assistance from the United States Government or agencies of the United States Government or from any other source, public or private, and agree to conditions not inconsistent with the purposes of the council. All such funds are to aid in financing the functions of the council and must be deposited in the Oregon Broadband Advisory Council Fund to the credit of separate accounts for the council to disburse for the purposes for which the funds were contributed.",Establishes the Oregon Broadband Advisory Council Fund to support the activities of the Oregon Broadband Advisory Council. Allows council to accept federal and private money for the fund.
Oregon,2019,Or. Rev. Stat. 285A.154-160,Task Force,,Oregon Broadband Advisory Council; members; compensation and expenses; powers and duties.,"(1) The Oregon Broadband Advisory Council is established within the Oregon Business Development Department. The council consists of 16 members, of whom: (a) The Governor shall appoint 14 members as follows: (A) One member to represent the counties of this state. (B) One member to represent the cities of this state. (C) Three members to represent telecommunications service providers and Internet service providers in this state. At least one member must represent a service provider headquartered in rural Oregon. (D) One member to represent Oregon tribes. (E) One member to represent education. (F) One member to represent economic development. (G) One member to represent public safety. (H) One member to represent health. (I) One member to represent the State Chief Information Officer. (J) One member from the Public Utility Commission. (K) One member to represent the Department of Transportation. (L) One member to represent consumers and the public at large. (b) The Speaker of the House of Representatives shall appoint one nonvoting member who is a member of the House of Representatives. (c) The President of the Senate shall appoint one nonvoting member who is a member of the Senate.","Establishes the Oregon Broadband Advisory Council and specifies the composition of its membership. Assigns the Oregon Business Development Department responsibility for staffing the council. Addresses responsibilities of the council, including encouraging organizations and sectors to cooperate, convening state agencies to facilitate broadband deployment, promoting the development of digital education and inclusion programs, and fostering public-private partnerships to deploy infrastructure."
Oregon,2018,Or. Rev. Stat. 276A.406,Definition - Broadband,Speed 3,Acquisition of broadband and communications services.,"(a) “Broadband” means wide bandwidth communications transmissions over coaxial cable, optical fiber, radio or twisted pair with an ability to simultaneously transport multiple signals and traffic types at a minimum transmission speed established by the State Chief Information Officer by rule, but in no event less than 25 megabits per second for downloads and three megabits per second for uploads.","Defines “broadband” as an internet connection that allows multiple signals at minimum speeds of 25 megabits per second (Mbps) for downloads and 3 Mbps for uploads, although the state’s chief information officer can set a higher minimum by rule. "
Oregon,2018,Or. Rev. Stat. 276A.406,Agency,,Acquisition of broadband and communications services.," (2) Notwithstanding ORS chapters 279A, 279B and 279C, the State Chief Information Officer: (a) Shall provide broadband and communications services and operations for the state and state agencies; and (b) Subject to ORS 276A.421 and notwithstanding ORS 276A.206 (6)(c), may provide broadband services and operations in unserved or underserved areas to any other public body, as defined in ORS 174.109, any federally recognized Indian tribe in Oregon or any nonprofit organization that the State Chief Information Officer designates as a community of interest under ORS 276A.206. (3) The State Chief Information Officer provides the services and operations under subsection (2) of this section if the State Chief Information Officer: (a) Provides the services directly; (b) Enters into an interagency or intergovernmental agreement under ORS chapter 190 to have another state agency or governmental agency provide the services; or (c) Acquires the services by entering into contracts with telecommunications providers or a consortium of telecommunications providers in a manner that is consistent with the State Chief Information Officer’s rules, policies and standards. (4) The State Chief Information Officer may not enter into any contract or agreement under subsection (3) of this section or approve the procurement of any broadband or communications system or equipment that is incompatible with the network or that is inconsistent with the State Chief Information Officer’s rules, policies and standards.","Allows the office of the state’s chief information officer (CIO) to provide broadband services to state agencies, as well as any public body, tribe, or nonprofit organization in unserved or underserved areas. Also requires the CIO’s office to develop rules governing how it provides broadband services, including a process for incumbent providers to challenge the determination that an area is underserved or unserved. "
Oregon,2018,Or. Rev. Stat. 276A.418,Definition - Broadband,Tech,Public contracts for broadband Internet access service; prohibitions; exceptions; rules.,"(a)(A) “Broadband Internet access service” means: (i) A mass-market retail Internet access service provided by wire or radio that enables a person to transmit data to or receive data between the person’s customer premises equipment, including mobile devices, and all, or substantially all, Internet endpoints; (ii) Any service that the Public Utility Commission finds is providing a service that is the functional equivalent of the service described in sub-subparagraph (i) of this subparagraph; or (iii) Any service that is incidental to or that enables the operation of the service described in sub-subparagraph (i) of this subparagraph. (B) “Broadband Internet access service” does not include dial-up Internet access service.",Defines “broadband internet access service” as mass market internet access service used to transmit or receive data between customer premise equipment (including mobile devices) and internet endpoints.
Oregon,2019,Or. Rev. Stat. 276A.424,State Universal Service Fund,Schools and Libraries,Connecting Oregon Schools Fund; rules,"(1) The Connecting Oregon Schools Fund is established in the State Treasury, separate and distinct from the General Fund. Interest earned by the Connecting Oregon Schools Fund shall be credited to the fund.&para; (2) The Connecting Oregon Schools Fund consists of any moneys deposited in the fund from whatever source and may include moneys appropriated, allocated, deposited or transferred to the fund by the Legislative Assembly or otherwise and interest earned on moneys in the fund.&para; (3) The moneys in the fund are continuously appropriated to the Department of Education for the purpose of providing matching funds for federal moneys received by school districts, education service districts, public charter schools or a consortium that is any combination of school districts, education service districts and public charter schools for the purpose of providing broadband access to eligible education facilities in this state.",Creates the Connecting Oregon Schools Fund to provide matching funds to educational facilities to supplement federal broadband programs.
Oregon,2018,Or. Rev. Stat. 276A.421,Service Provision - Other,,Provision of broadband services that compete with services of private telecommunications provider; circumstances of competition; broadband services advisory committee; rules.,"(1)(a) If the State Chief Information Officer determines that the broadband services and operations proposed to be provided by the State Chief Information Officer under ORS 276A.406 (2)(b) would directly compete with services already offered by a telecommunications provider, the State Chief Information Officer may only provide those services pursuant to the rules described in subsection (2) of this section.&para; (b) For the purposes of this section, broadband services are considered to be already offered by a telecommunications provider if the provider can demonstrate its ability to provide the broadband services in the geographic area to be served within a reasonable time and for a reasonable cost.&para; (2) The State Chief Information Officer shall adopt rules governing how it provides the broadband services and operations under subsection (1)(a) of this section. ","Directs the office of the state chief information officer (CIO) to adopt rules related to its provision of broadband services to address competition with private telecommunications providers. Requires that the rules address the services that the office plans to provide, how the services will be maintained and upgraded, how telecommunications providers can demonstrate their ability to provide service, and define situations under which the CIO’s office may not provide service. "
Oregon,2018,Or. Rev. Stat. 276A.421,Task Force,,Provision of broadband services that compete with services of private telecommunications provider; circumstances of competition; broadband services advisory committee; rules.,"(3) The State Chief Information Officer shall appoint an advisory committee no later than 60 days prior to rulemaking under this section to assist the State Chief Information Officer in the administration of this section.(4) The advisory committee must include one representative from each of the following: (a) A telecommunications provider in this state. (b) A rural telecommunications consortium in this state. (c) The Association of Oregon Counties. (d) The League of Oregon Cities. (e) A public school or education service district. (f) A public university listed in ORS 352.002. (g) The State Interoperability Executive Council established under ORS 403.450. (h) The Oregon Broadband Advisory Council established under ORS 285A.154. (i) The public with an interest in broadband service availability. (j) A nonprofit entity with an interest in broadband service availability. (k) Any other public, private or nonprofit entity that the State Chief Information Officer determines is necessary to assist the advisory committee in performing its duties under this section.",Requires the state chief information officer (CIO) to appoint an advisory committee 60 days before the rulemaking to assist in its administration. Defines the composition of the advisory committee.
Pennsylvania,,66 Penn. C.S. 3014,Service Provision - Other,,Network modernization plans.,"A local exchange telecommunications company that does not elect an option under subsection (b) shall remain subject to its network modernization plan in effect as of December 31, 2003, without revision or modification except by agreement under section 3013(b) (relating to continuation of commission-approved alternative regulation and network modernization plans) and as provided in this section through December 31, 2015.(b) Options for amendment of network modernization plan.--Local exchange telecommunications companies shall have the following options:&para;(1) (i) A rural telecommunications carrier that elects to amend its network modernization plan pursuant to this subsection shall remain subject to the carrier's network modernization plan in effect as of December 31, 2003, as amended pursuant to this subsection, through December 31, 2008. Prior to implementation of such election, the rural telecommunications carrier shall comply with the notification requirements of subsection (e). (ii) The rural telecommunications carrier shall commit to accelerate 100% broadband availability by December 31, 2008, in its amended network modernization plan. Any rural telecommunications carrier electing this option shall not be required to offer a bona fide retail request program or a business attraction or retention program.","Requires telecommunications providers to set broadband access targets in updated network modernization plans. Creates a process whereby individuals, businesses, or other entities can request broadband service from a local exchange carrier. Requires local exchange carriers to participate in the Department of Economic and Community Development’s business attraction and retention program."
Pennsylvania,2004,66 Penn. C.S. 3015,Service Provision - Other,,Alternative forms of regulation.,"(1) Except as otherwise provided in paragraphs (2) and (3), a local exchange telecommunications company with an alternative form of regulation containing a price stability mechanism that files an amended network modernization plan under section 3014(b)(1), (2) or (3) (relating to network modernization plans) shall be subject to a modified inflation offset in its price stability mechanism in adjusting its rates for noncompetitive services, effective upon the filing of an amended network modernization plan under section 3014(e), as follows:&para;(i) If a nonrural telecommunications carrier files an amended network modernization plan under section 3014(b)(3) that commits to deploy 100% broadband availability by December 31, 2013, then the carrier's inflation offset shall be zero.",Sets inflation offset within the telecommunications price stability mechanism based on providers’ commitments to deploy broadband.
South Carolina,,S.C. Code Ann. 58-9-2610 et seq.,Municipal Broadband,,Definitions.,"Notwithstanding any other provision of law, a government-owned communications service provider must:&para;(1) be subject to the same local, state, and federal regulatory, statutory, and other legal requirements to which nongovernment-owned communications service providers are subject, including regulation and other legal requirements by the commission and the Office of Regulatory Staff;&para;(2) not receive a financial benefit that is not available to a nongovernment-owned communications service provider on the same terms and conditions as it is available to a government-owned communications service provider, including, but not limited to, tax exemptions and governmental subsidies of any type. Tax exempt capital financing may be used consistent with Sections 58-9-2620(4)(a) and 58-9-2630(C);&para;(3) not be permitted to subsidize the cost of providing a communications service with funds from any other noncommunications service, operation, or other revenue source.","Requires government-owned communications providers to be subject to all the same regulations as private providers, not receive any financial benefits or subsidies that are not available to private providers, pay the same taxes and rate for liability insurance as private providers, and not cross-subsidize internet service with other sources of revenue. Exempts municipal broadband providers participating in federal programs from paying certain taxes, being subject to rate regulations, or going through the process of designating a place as unserved."
Tennessee,2018,Tenn. Code Ann. 13-24-413,Plan,,Study on impact of deployment of broadband -- Best Practices -- Recommendations -- Report.,"(a) The Tennessee advisory commission on intergovernmental relations shall study and prepare a report on the impact of this part, including: (1) The impact on deployment of broadband; (2) The fiscal impact on authorities resulting from the administrative process required by this part; (3) Best practices from the perspective of applicants and authorities; (4) Best practices in other states and identify opportunities to advance the quality of transportation in this state by utilizing technological applications, sometimes referred to as “smart transportation applications,” that are supported by small wireless facilities; and (5) Recommendations for changes to this part based on the study's findings. (b) The report must be delivered to the chairs of the commerce committee of the house of representatives and commerce and labor committee of the senate by January 1, 2021.","Requires the commission on intergovernmental relations to prepare a report on the impact of the Competitive Wireless Broadband Investment, Deployment, and Safety Act of 2018."
Texas,,Texas Utilities Code Subchapter E,Municipal Broadband,,Municipalities,"(a) A municipality or municipal electric system may not offer for sale to the public:&para;(1) a service for which a certificate of convenience and necessity, a certificate of operating authority, or a service provider certificate of operating authority is required; or&para;(2) a nonswitched telecommunications service used to connect a customer's premises with:&para;(A) another customer's premises within the exchange; or&para;(B) a long distance provider that serves the exchange.&para;(b) Subsection (a) applies to a service offered either directly or indirectly through a telecommunications provider.&para;(c) This section may not be construed to prevent a municipally owned utility from providing to its energy customers, either directly or indirectly, any energy related service involving the transfer or receipt of information or data concerning the use, measurement, monitoring, or management of energy utility services provided by the municipally owned utility, including services such as load management or automated meter reading.","Prohibits the Public Utilities Commission from granting certificates of convenience and necessity, operating authority, or service provider operating authority to a municipality. Prohibits municipalities or municipal electric systems from providing nonswitched telecommunications service or any other services that require such certificates. Allows municipalities and municipal electric systems to lease dark fiber on a nondiscriminatory, nonpreferential basis. Addresses access for certified telecommunications providers to municipal rights-of-way and attachment rates for poles owned by municipalities or municipal electric systems. "
